element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
309/16,19.31250000,decomposable,3/2 + 285/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
311/8,38.87500000,decomposable,3/2 + 299/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
311/16,19.43750000,decomposable,3/2 + 287/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
313/8,39.12500000,decomposable,3/2 + 301/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
313/16,19.56250000,decomposable,3/2 + 289/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
315/8,39.37500000,decomposable,3/2 + 303/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
315/16,19.68750000,decomposable,3/2 + 291/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
315/32,9.84375000,decomposable,9/4 + 243/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
317/8,39.62500000,decomposable,3/2 + 305/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
317/16,19.81250000,decomposable,3/2 + 293/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
319/8,39.87500000,decomposable,3/2 + 307/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
319/16,19.93750000,decomposable,3/2 + 295/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
321/8,40.12500000,decomposable,3/2 + 309/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
321/16,20.06250000,decomposable,3/2 + 297/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
323/8,40.37500000,decomposable,3/2 + 311/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
323/16,20.18750000,decomposable,3/2 + 299/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
323/32,10.09375000,decomposable,3/2 + 275/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
325/8,40.62500000,decomposable,3/2 + 313/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
325/16,20.31250000,decomposable,3/2 + 301/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
327/8,40.87500000,decomposable,3/2 + 315/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
327/16,20.43750000,decomposable,3/2 + 303/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
329/8,41.12500000,decomposable,3/2 + 317/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
329/16,20.56250000,decomposable,3/2 + 305/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
331/8,41.37500000,decomposable,3/2 + 319/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
331/16,20.68750000,decomposable,3/2 + 307/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
333/8,41.62500000,decomposable,3/2 + 321/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
333/16,20.81250000,decomposable,3/2 + 309/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
335/8,41.87500000,decomposable,3/2 + 323/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
335/16,20.93750000,decomposable,3/2 + 311/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
337/8,42.12500000,decomposable,3/2 + 325/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
337/16,21.06250000,decomposable,3/2 + 313/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
339/8,42.37500000,decomposable,3/2 + 327/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
339/16,21.18750000,decomposable,3/2 + 315/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
339/32,10.59375000,decomposable,3/2 + 291/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
341/8,42.62500000,decomposable,3/2 + 329/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
341/16,21.31250000,decomposable,3/2 + 317/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
343/8,42.87500000,decomposable,3/2 + 331/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
343/16,21.43750000,decomposable,3/2 + 319/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
345/8,43.12500000,decomposable,3/2 + 333/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
345/16,21.56250000,decomposable,3/2 + 321/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
347/8,43.37500000,decomposable,3/2 + 335/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
347/16,21.68750000,decomposable,3/2 + 323/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
347/32,10.84375000,decomposable,9/4 + 275/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
349/8,43.62500000,decomposable,3/2 + 337/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
349/16,21.81250000,decomposable,3/2 + 325/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
351/8,43.87500000,decomposable,3/2 + 339/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
